sentence,payment_label
"On Mon, Aug 26, 2019 at 1:52 PM Gonzalez, Lupe <",0.0
"million,($14,000,000) with one of the banks here, because we",1.0
My daughter fell down while she tried to walk down the street and avoided this illegal parking.,0.0
"I have since, placed this amount of US$10,500,000.00 Dollars on an Escrow Coded account without a beneficiary (Anonymous) to avoid trace.",1.0
ATT: San Jose Police Department,0.0
"thanks, and sorry for the inconvenience!",0.0
"Steel Exchange, Incorporated is Certified as an SLB, SBE and MBE and would like to quote on the anti-vehicle barrier.",0.0
Payment Date: 11/10/2015 01:37 PM Central,1.0
I will remit my payment by sending you a check.,1.0
Today: We’re stuck with a system which indicates I approved the wire that Bob initiated but also indicates on the same screen the wire requires approval.,1.0
+The relationship of each passenger to the person affected by the Extenuating Circumstance:,0.0
"To contact USAA, visit our secure",0.0
There is no charge to you for the service.,1.0
"If at any time you wish to stop receiving our emails, you can:",0.0
To whom it may concern,0.0
", I gave her my email address and asked her department to send me an Email about what to do next.",0.0
Live Technical Support Chat:,0.0
"You've received an encrypted message on Monday, September 16, 2019.",0.0
I enjoy the conversation very much.,0.0
We are currently out of town tending to a very ill parent.,0.0
"I received an receipt from City of San Jose in mail, saying the total amount paid is $3112.80.",1.0
sent as soon as i can access my computer,0.0
I need you to perform a quick task for me.,0.0
We are trying to obtain permits for recessed lighting that was done years ago.,0.0
Contact Us for more,0.0
I saw a position at your firm for accounting II and am very interested.,0.0
"On Wednesday, July 31, 2019, you received a new fax message document containing 3pages.",0.0
E-MAIL [email address associated with your account],0.0
Have a wonderful day!,0.0
My happiness is that I lived a life of a worthy Christian.,0.0
and seriousness required as the Board of Trustees of the Federal,0.0
We appreciate your time is valuable and in exchange for taking part we are offering,0.0
. The City of San Jose is pleased to provide you with a conditional offer of employment for the position of Financial Analyst in the Investment Unit,1.0
And the detail information is attached as well,0.0
"The selection process was carried out through random selection in our computerized email selection system (ESS) from a database of over 250,000 email addresses drawn from all the continents of the world which you were selected.",0.0
"If the previous link does not work, try to copy and paste the following URL in your browser’s address bar:",0.0
"We accept cancellations up to 5pm the day before the catering event for orders less than $1000 (exclusive of taxes, and any delivery or other fees).",1.0
should forward your reply to this private Thanks for your anticipated,0.0
I need your help in a matter that I am going through.,0.0
we are putting so much trust in you with the hope that you would not betray us.,0.0
Please update the account details for final,1.0
"If you have any questions, please contact our Production Department.",0.0
Can you help me to check the expiration date?,0.0
© 2019 EMS Safety Services. All Rights Reserved,0.0
"So, i need around $500 but if you can with some I realy appreciate",1.0
Did you authorize any wire transfer to our account ?,1.0
"However, please feel free to email her if you have any questions.",0.0
So you can check well including the junk box.,0.0
Happy Holidays ! Are you in the office today ?,0.0
Please read the important messages in your online account statement which are included in the downloadable PDF copy.,0.0
VMworld 2019 US Registration <,0.0
"In order to help to determine my status for purposes of determining the applicability of any fees, you should know that I am an individual seeking information for personal use and not for commercial use.",1.0
My investor has the capacity that can support any size of project.,0.0
Thank you as I anticipate your prompt response.,0.0
"San Jose, CA 95125",0.0
"The information contained in this message is privileged, confidential and protected from disclosure.",0.0
You have a new bill from AT&T.,1.0
"Yes, please re-send them to them.",0.0
You will be receiving another email as soon as we have an opportunity to process your iVe account request.,0.0
I need you to contact me as soon as possible.,0.0
"If you have received this message in error, please advise the sender by immediate reply and delete the original message.",0.0
Your Urgent Reply Will Be Appreciated,0.0
Pray for me always.,0.0
"| The Barclay Building | 601 Madison St. | Alexandria, VA 22314",0.0
I was wonderingif it was possible if I couldreach out to others &find hours somewhere else ?,0.0
"Please see the attached e-News for Tuesday, October 8, 2019.",0.0
representatives is very much aware that once the truth about your,0.0
Compensated Fund from the Financial Intelligent Unit of The,1.0
Trash pick location acrossstreet from us:,0.0
Microsoft Office (C) 2019 Secured Service.,0.0
found your name in some of his documents and that is why I traced,0.0
Once they are filled out you can send them back to me and I will begin to enter them into our system.,0.0
that they have granted approval for the transfer of your fund but,1.0
Sign in using the following email address: KKlug@globlx.com.,0.0
Please find attached the updated private credit track record of the 224 transactions since 2011 that we discussed in our meeting.,1.0
Direct Contact e-Mail: sydneyjackson550@gmail.com,0.0
"Being that(SUBJECT) operated on an international scale and victimized thousandsof individuals and companies of several nationalities, we determinedthat the investigation had to be kept private and away from publicmedia to maintain unitary judgment and integrity in internationalrelations.",0.0
"It is my last wish to see that this money is invested to any organization of your choice and distributed each year among the charity organization, the poor and the motherless babies' home.",1.0
Brams Larbi Beechama Associates Ghana.,0.0
A/C Serial #: 170003886-07-A,0.0
"Avenida Diagonal, 416- 3ª 1º",0.0
SANGHERA RANBIR ET AL,0.0
Your new eInvoice for your DS Services Account Number 724999316494418 is now available.,0.0
"the time being I do not wish to go in to much more detail , the reason why will become clear in the next days",0.0
I need them in PDF file,0.0
Contact him by providing him with your secret pin code Number BMW:2551256008/19.,0.0
"The check is number 003726, dated 08/06/1999 drawn on Bank of America, 101 Park Center Plaza, San Jose, CA 95113",1.0
You have to pay me 900 bucks with BitC0in.,1.0
"I want to seek your help to have me move into your country, also to help me transfer this fund into your bank account for me to fly to join you over there, l really need your assistance.",1.0
Tennis Supplies and Equipment,0.0
"I need your approval as well, if you could please get back to me and let me know, Iwould greatly appreciate it !",0.0
email me back so we could discuss more about this great business opportunity.,0.0
Please update your records and send,0.0
"If you accept this offer, I will appreciate your timely response to me.",0.0
Please send PCRecruiter Agreements to new client.,0.0
It is my prayer that God in his Mercy can use you to help me and,0.0
"If you are not the intended recipient, you may not review, copy, disclose, or distribute the message or the information contained in it.",0.0
Please see attached refund request.,1.0
(Please see the attached copy of the credit card statement.),1.0
Municipal Management Association of Northern California (MMANC),0.0
"Although, I don't know you personally but I believe God has made this contact possible and also hope you will not disappoint me for trusting you.",0.0
declared as personal effect while the real content is cash money.,1.0
every 3 months until cancelled,0.0
We at Peter Simons & Consults have been duly consulted by,0.0
We'd like to contract your services for a period of 12 months as our company representative in your region.,0.0
"5990 Stoneridge Drive, Suite 112",0.0
You have requested us to remove the dead a tree and re-grow a new tree in the front of my house at:,0.0
Thank you for your assistance!,0.0
"This is to officially inform you that we have thoroughly completed an investigation with the help of our Intelligence Monitoring Network System that you legally won the sum of $2,000,000.00 USD from a Lottery Company.",1.0
Amount : $ 99.00 USD,1.0
It was processed on our end and at this point you might want to check in with your bank just in case.,1.0
"If you have any questions, you can contact the Records Department Monday thru Friday 8am to 4pm at the number listed below.",0.0
"On Nov 15, 2019, at 12:47 PM, Fanua, Mary <",0.0
Your account melanie.helmke@sanjoseca.gov received a new voicenote at 2019-12-19 16:22.,0.0
"The Banking law and guideline here stipulates that if such money remained Unclaimed after twelve years, the money will be transferred to another foreigner .",1.0
You must formally apply to receive the donation.,1.0
"To review or make changes to your billing details, please visit your account.",1.0
At this point is there anything your supervisor can do to expedite getting our deposit back?,1.0
"I need you to facilitate a wire transfer for a payment , let me know if you 're available and i",1.0
NOTE: Our firm uses extensive spam filters which may block your reply if it has an unverified email reply address or for other reasons.,0.0
Please review for accuracy and omissions.,0.0
"In order to ensure the accuracy of your recent order with Blackbourn, we are sending you a PDF Attachment with your order information for verification.",0.0
Multi-Tasking-Can handle multiple projects and responsibilities simultaneously; has handled a wide variety of assignments in past and/or current position(s).,0.0
"I have investment funds worth Twenty Seven Million Five Hundred Thousand United State Dollar ($27.500.000.00 ) and i need a trusted investment Manager/Partner because of my current refugee status, however, I am interested in you for investment project assistance in your country, may be from there, we can build business relationship in the nearest future.",1.0
Kindly advise if ACH has been resubmitted.,1.0
Am a single Mother and a Widow with three Children.,0.0
"Reply for more details to file your compensation, and provide the following details : Full Names, Country, Mobile Number.",0.0
"""Your crime occurred in the jurisdiction of the San Jose Police Department.",0.0
I count on your goodwill and especially on the proper use of,0.0
• fax to : 1-855-635-1314 or e-mail: alicia.gunderson@ubs.com,0.0
This picture message or video message was sent using Multimedia Messaging Service.,0.0
"and there would be just an initial payment for the office set up for a sum of 250,000CHF.",1.0
Place:  1142 Willowhaven Drive,0.0
PHONE / Fax : +225 01027345,0.0
Can you kindly mail him the credentials to the mailing address you have on file.,0.0
Our lawyers are currently,0.0
We also have access to your messengers and to your correspondence.,0.0
Please click on the link below to view on UPI.com,1.0
Please can you assist as I will give you full details upon your,0.0
Refund of Deposit - 10/19/2019 Event,1.0
"MACHINE in any part of the world, but as I have mentioned earlier, the",0.0
Mercedes Benz International Online Promotion,0.0
"Any vehicle, whether it is commercial, a boat, RV, or trailer, can park on a residential street as long as it is in a legal parking space and not over the 10,000 pound limit.",0.0
"To securely submit your billing information, please click the button below.",1.0
P.S. You are not my single victim.,0.0
I await your urgent response.,0.0
"a same day UK to Uk faster payment immediately ,",1.0
THIS MESSAGE WAS GENERATED BY ASAPGOV CUSTOMER SERVICE.,0.0
"Respond to me immediately for further details, Contact me immediately.",0.0
Sent from my MetroPCS 4G LTE Android Device,0.0
I know your password for this account [delia.webb@ci.sj.ca.us]: webb,0.0
Full VDR available post-NDA.,0.0
Do reply if you have need for our investment facility for further discussion.,1.0
Si nunca ha accedido al ParentConnectPortal necesitará su PIN y su contraseña. Haga clic en el enlace en la ventana de inicio de sesión titulada “Need Your Login Information?”. Se le pedirá que introduzca su dirección de correo electrónico que tenemos en archivo con su información de contacto..,0.0
I also have access to all your contacts and all your correspondence.,0.0
FYI- I’ve sent this account confirmation/correction several times with attached AFE voided check and Pacific Western bank verification letter.,1.0
"I 'll be busy , Email me",0.0
This email was sent from an unattended mailbox.,0.0
"To view this poster, double click on the *.pdf attachment.",0.0
I was told that I could send a Letter of Intent and pay a fee (I think it was something like $700.00) to have the check retrieved from a storage facility.,1.0
Leigh Dura Stuart and Immediate past Director of works South African Republic.,0.0
"Not redeemable for cash, use at automated gasoline pumps or at cash dispensing locations.",1.0
I will be unavailable to respond to your email messages until I return to the office.,0.0
"If you ordered an Advanced Sale item, then instead of a request for authorization for the transaction amount for your order, a request for a minimal authorization amount ($0.00 - $1.00) was reserved by the financial institution that issued your card at the time your order was placed.",1.0
completely than lack of trust because trust is the essential,0.0
- Conference Room Booking Management,0.0
PART I: REVIEW NOTICE,0.0
"If you are not the intended recipient, disclosing, copying, distributing or taking any action in reliance on the contents of this information is strictly prohibited.",0.0
Using the link below you will be logged back into your online report,0.0
Onlineactivity for yourCostco Anywhere Visa,0.0
This email was sent to jbenitez@globlx.com.,0.0
"FYI- as of today we still haven’t received this $6,810.32 ACH for invoice #213199 & 213288.",1.0
We will wire the below payment on 8-Nov;,1.0
For Sugar CRM renewal,0.0
Please you are to provide him with the above listed details as soon as possible so he can begin with the processing of your prize winnings.,1.0
"Your starting salary will be at Step 1, $57,907.20which is paid Annually.In addition to this starting salary, you will also receive an approximate five percent(5%) ongoing non-pensionable pay for a total annual salary of approximately $60,802.56.",1.0
I will be highly appreciative if you can handle,0.0
Please contact our customer service department to make arrangements if you are repaying by ACH.,1.0
"Hi, while reviewing your project located at 7180 Wooded Lake Drive we noticed that it is in geo hazard zone landslide zone.",0.0
I have yet to hear anything back and I just wanted to make sure I get this email to you being that I'm sure you have a million emails.,0.0
I will furnish you with details to apply for claims of the funds.,1.0
And you will also receive a confirmation email as well.,0.0
"To download a signed copy of your request, please click the button below.",0.0
This process will cost $74.00 per person.,1.0
"Adams Jesse Cook, Legal practitioner",0.0
"I am contacting you as one of the delegated members of the United Nations and International Monetary Fund (IMF) to send you the sum of Two Million, Five Hundred Thousand United State Dollars ($2,500,000.00) as compensation lottery prize awarded to you in the just concluded UN and IMF annual lottery draw promotion programme.",1.0
"Do not hesitate to contact now and also re-confirm the following information’s as listed below,",0.0
"These group of have set aside the sum of €650, 000,000 (Six Hundred and Fifty Million European Euros Only) which they have earmarked for the purpose of investing these funds by diversifying into different business sector.",1.0
"Access them from any PC, Mac or phone.",0.0
"ONCE I HEAR FROM YOU, I WILL BE SHARING THE MESSAGE TO YOU, AS I KNOW IT WILL FAVOR YOU.",0.0
We are still waiting for a payment for Invoice# 268262.,1.0
"I will be checking email intermittently, but please know there will be a delay in my response.",0.0
offer will end in 2days from 11/09/2019,0.0
(Director International Remittance Department),0.0
information pertaining to your security detail.,0.0
"information to anyone, get back to me and I will give you further",0.0
"Thanks again, and please drop us a line if you have any questions.",0.0
David thank you for contacting the City of San Jose.,0.0
I met with our China partner today,0.0
But it must be on the condition that you will give me 20% of the amount contained in the box and I must get assurance from you concerning my 20% before I will proceed.,1.0
( Grant Winning Public Relations Officer ),1.0
"This makes you a proud owner of a Brand New ""2019 Mercedes-Benz GLE 450"" and a Grand Check of $3,500,000.00 USD.",1.0
This message is not spam,0.0
** Please consult Google Maps to see photographic evidence of this complaint.,0.0
"place: Monterey, CA, United States",0.0
"Due to this development, we have been assigned to step",0.0
Poster Alert from: National Center for Missing & Exploited Children 1-800-843-5678 VA 22314 MISSING CHILD Missing,0.0
"I am Mr. James Dee, Head Officer-in-Charge, Administrative Service Inspection Unit United Nations Inspection Agency in Hartsfield-Jackson International Airport Atlanta, Georgia.",0.0
This also include funds and organization.,1.0
"Wednesday, September 25, 2019 4:21 PM",0.0
The process to become a PSP can take approximately 90 to 120 days from CA DOJ's receipt of a complete and accurate PSP application.,0.0
"> On Aug 29, 2019, at 8:15 PM, CaSanJosePd@coplogic.com wrote:",0.0
"I wish I was messaging you to say that we have received our deposit for our event back on June 1st, although we still have",1.0
has been dormant for many years.Please i am asking for your partnership in,0.0
"Once you login, you may change your password by clicking “My Profile” in the topmost left corner",0.0
Details of the origin of the funds will be communicated to you immediately we re-confirm the following information's of yours.,1.0
"Now, this property is just A TOTAL DRUG HAVEN for all drug addicts.",0.0
I am writing from Syria because I am concerned about the life of my only surviving granddaughter and our family's life savings my husband kept for safe keeping outside Syria.,0.0
Your order's status has been updated:,0.0
When prompted to change your password enter any combination of letters and numbers.,0.0
Bank Address : 20115 united Ave Jackson Ms 43911,1.0
"To share, other users must have email addresses within the same domain as the primary account holder.",0.0
"Regular Crust, Red Sauce, Pepperoni,",0.0
"fund, you are to reply back with your name and phone number.",1.0
Thank you for your letter regarding the code violation notice.,0.0
"You can send the bitcoin directly to my address, or create your own wallet first here:",1.0
Therefore I want you to help me transfer and receive my funds into your account in your country for investment purpose on these areas which you may choose:,1.0
Chuck Robbins Transfer Request,1.0
Thank you for being a valued United States Postal Service,0.0
Your payment of $60.00 has been submitted for RID 313588 on 2/26/2019.,1.0
I have refunded the discount to the card the purchase was made with.,1.0
I will be humbly waiting for your soonest response.,0.0
"Dick Bartholomew 951 Pine Ave.San Jose, CA 95125",0.0
Let me know if you have any questions and I will be happy to help.,0.0
May I please have the permit for removal.,0.0
Your driver license number,0.0
Your purchase for ',1.0
)have been RELEASED and APPROVED for onward transfer to INTO,1.0
Is it possible to discuss business in this email?,0.0
Thank you for visiting us at District 9,0.0
5305 South Rice Avenue,0.0
be expecting the certified U.S. mail copies of the remaining documents.,0.0
Your invoice-3374 for 80.00 is attached.,0.0
You have been gifted $5 MILLION USD donation fund.,1.0
For the shell company I am seeking sensible offers.,0.0
Re: Secondary employment application.,0.0
Please do not reply to this e-mail.,0.0
Click here to access transcripts and exhibits,0.0
"I dont know this is same person or not when i did identify, so confuses",0.0
I thought no vehicle can be parked on a public street for longer than 3 days without being moved.,0.0
On-Line manifesting and tracking technologies powered by iShip(r). Shipping Insight.(r),0.0
I analyse your website and I saw that you are doing great work in your website but even then you are not getting more sales and orders.,0.0
NIGERIA NATIONAL PETROLEUM CORPORATION,0.0
1328 Crucero Drive (no form),0.0
any individual/company projects through our Wealthy Principals across the global..,0.0
Can you please help us with the following rent registries these owners of ours did not receive any notices to register and they would like to take care of it right away.,0.0
This contact form was assigned to you at the direction of the chain of command.,0.0
Please note that you may have added the account or authorized USAA to add it when you requested new products or services.,0.0
Upon receipt of your reply on your expression of Interest I will give,0.0
Place of Birth (City/State),0.0
"According to our attorney, your proof of service has not yet been received.",0.0
"There is a said amount of money floating in the bank unclaimed, belonging to the bank Foreign customer who die with his family in the Ethiopian Airline crash of March 11, 2019.",1.0
Tim said when the wire was entered the person that entered the wire put account number in the beneficiary section and the beneficiary in the account number section and it was transposed,1.0
"In the middle of a meeting , let me know if you here to chat on email",0.0
City of San José Employment,0.0
Description: This transaction has been approved.,1.0
"For More Information and Claims, kindly contact via E-mail (wjacksoncharles@gmail.com)",0.0
"We received a payment for $16,191.91 on 11/8/19, but I can’t find a remittance. Could you please send it to me???",1.0
trustworthy person outside my work circle in order to maintain a discreet profile.,0.0
"And if I don't hear from you, I will look for another person or an organization.",0.0
Use the link below to enter the webcast up to 15 minutes before the start.,0.0
Can we have a wire transfer sent out today ? I 'm expecting to receive the account information for an out going wire transfer shortly and I 'll need you to see to it,1.0
I was registered under my personal email:,0.0
You have to contact him directly on this information below.,0.0
Pallet with metal racking,0.0
1) Please describe your experience that qualifies you the Staff,0.0
colorectal Cancer problem couple my hemorrhagic stroke.,0.0
Please remove 2064 Mendota way from business tax,1.0
I think you are the only one who can approve this wire,1.0
"INSTRUCTIONS, TERMS AND CONDITIONS FOR BIDDING",1.0
"I can come around 12pm or after 5pm, which works best for you.",0.0
Could you please confirm if this payment is intended for City of San Jose ?,1.0
"If you have additional questions about account security, please visit amazon.com/security.",0.0
"I am Mrs. Elisabeth Peter from Canada, I have been suffering from ovarian cancer disease and the doctor says that I have just few weeks to live.",0.0
[SPF failed: Please see,0.0
To: Valerie Henning <,0.0
They will also collect advancement fee of CAD 10 that is charged by the Canadian customs.,1.0
His name is Mr. Jonghun Jeong of JC Development (Lic# 890954).,0.0
or copy the following URL in your browser:,0.0
would own 100% of the equity in the GP.,1.0
What is your availability so we can set up a meeting time?,0.0
"USAA Federal Savings Bank, 10750 McDermott Freeway, San Antonio, Texas 78288-0544",1.0
Please let me know if you have any concerns or issues.,0.0
Billing Information Request Complete,1.0
"Chenavari Investment Managers (Luxembourg) S.à r.l. is authorised and regulated by the Luxembourg Commission de Surveillance du Secteur Financier as an Alternative Investment Fund Manager (A00001375), registered with the US Securities and Exchange Commission (CRD 801-108573) and has its registered office at 2 Boulevard de la Foire, L-1528 Luxembourg.",1.0
Files have been shared using Link Sharing.,0.0
Thank you in advance for your valuable time and input.,0.0
Contact Sydney Jackson with your details as listed above on the,0.0
", San Jose CA 95113",0.0
"On 7/3/18, 16:00, ""Patricia Roberts"" <",0.0
I am having to close the old account due to fraudulent,1.0
"950 Glenn Drive, Suite 150",0.0
"I wish to extend this partnership to you my friend to build a middle man structure with you, while I work",0.0
"If you 've not paid it , please do so as soon as possible",1.0
because of an error in your mailbox server.,0.0
Let me know if you need anything else to get this processed?,1.0
taddqslo nivtyrzf bla plfjvmn,0.0
City of San José,0.0
"We want to buy a batch; cartons; quantity; 260,000.",0.0
"We are please to inform you that you have been selected for Monetary Compensation of 3,000,000.00 ( Three Million Dollars )from the United Nations COMPENSATION BOARD (UN) for online scam victim,Through the United Nations UN Secretary General (Mr. Antonio Manuel).",1.0
We noticed that there was an attempt to sign in to your Amazon account.,0.0
can i have your response so we can discuss this.,0.0
"My name is Low Taek Jho, a Malaysian businessman.",0.0
Thank you for a wonderful two years at San Jose State University and for all your help!,0.0
-Potential revenue with AUM $1-2bn within 5 years of 10-30mn in management fee income per year and up to 10-20mn per year in performance fees per year.,1.0
The following recipient(s) cannot be reached: 4082196687@txt.att.net The message cannot be delivered due to a configuration error on the server.,0.0
change your current chapter,0.0
Contact the delivery diplomat as soon as possible through this (email: michealarmstrong@gmail.com),0.0
Take control of your health and wellness . . .,0.0
I have since then PLACED this fund on a SUSPENSE ACCOUNT without,1.0
Just wanted to let you know that we WILL GET YOUR REFUND to you soon.,1.0
"My name is Lisa Williams, I am an American presently I live in the UK, I will be very happy if you can write me through my private email address( lisawilliams76@list.ru ) for easy communication so that we can know each other, I will give you my pictures and details about me.",0.0
"Sunday, July 21, 2019 11:50:06 AM",0.0
to reset your password orkeep same password,0.0
I would run the company but with full oversight by the investor.,1.0
This web site explain the process and will direct you in how to start the process.,0.0
The citation number is X1896377.,0.0
"Thursday, September 12, 2019 12:14 PM",0.0
"Tuesday, November 19, 2019 3:33 PM",0.0
I have an important discussion that I wish to share with you.,0.0
Scanned from a Xerox Multifunction Printer.pdf,0.0
"So I decided to travel down to Nigeria with all my compensation documents,",1.0
staff $ 25.X 5 HRS_125.00,1.0
OFFICE OF UNITED NATION,0.0
I want to assure you that the transaction is without risk if due process is followed accordingly.,1.0
"Click on the Reset Password ""Edit"" button.",0.0
When is the remainder of the balance ($700) due?,1.0
Your security is important to us.,0.0
"San Jose, CA 95133",0.0
Your Identification Reference Claim Number: {W70902039},1.0
"200 E. Santa Clara Street, 5",0.0
numbers to my private email address at (,0.0
Save this email for details on the webcast.,0.0
This step takes about 3 to 5 minutes and requires a touchtone phone and an internet connection.,0.0
but i am sure this guy.,0.0
Audio Length : 1:94 Sec,0.0
"Please be sure to provide the operator the physical address of the property you are calling about, a description of your emergency, and your contact information.",0.0
"Readily available by phone, email or text.",0.0
Please click on the link below to view your invoice,1.0
"If not yet, please confirm and let me know how to pay the rest.",1.0
We hope to see you again soon.,0.0
"During our investigation we discovered that your e-mail won the money from an Online Balloting System, so therefore your winning funds would be payout to you through the Bank of America.",1.0
WebHosting(C) 2019 Secured Service.,0.0
Please update your records to include,0.0
Dentist appointment for 4 next Monday,0.0
She's been diagnosed with (Acute Lymphoblastic) leukemia.,0.0
Please reply with your necessary information below for rightful,0.0
A payment is currently scheduled for the amount of,1.0
Let me know if you have any questions at all.,0.0
"We are in the peak season for vehicle abatement requests and currently have hundreds we are dealing with so thank you for the patience, we are working as swiftly as we can with the staff we have.",0.0
I am writing you to stand as my partner to receive my share of gratification from foreign companies whom I helped during the bidding exercise towards the Dubai World Expo 2020 Committee.,0.0
We have a necessary wire to send out today,1.0
"arious reasons, should be added to my approved list.Thank you.",0.0
"Provide direct administrative support to the Director including maintenance of the Director’s calendar, managing the Director’s filing system, and providing direct customer service to individuals calling and visiting the Director’s Office",0.0
"If you no longer would like to receive emails, please respond ""STOP""",0.0
Congratulations once more from our members of staff and thank you for being part of our promotional program.,0.0
Your bill is ready at myAT&T,1.0
"If you have any questions about this refund, please contact Springboard Ventures.",1.0
"them, they are only taking advantage of you and they will dry you up until",0.0
"I am writing to request for a tree removal permit for five (5) palm trees on the sidewalk (""Street Trees"") of my home at 621 Arrowhead Dr, San Jose, CA 95123.",0.0
we Congratulate you for being one of the people selected.,0.0
"Please pay $ 200,000 for merchandise purchases",1.0
Thank you for all your help.,0.0
All records of meeting stipend payments or per diem payments.,1.0
Statement Of Account Notice,0.0
Email me so that i can give you a comprehensive detail into this project.,0.0
Please see attached photos.,0.0
Thank you in advance for your participation.,0.0
I tried to give a detailed description for the payment that you had made for the officers but it looks like it might have gotten cut off.,1.0
A copy of this message is also available in your online documents and you can view your,0.0
Sheriff's Office Younger Avenue,0.0
Not yet registered for myAT&T online account management?,0.0
"The positions will be a mix of flat price, relative value , some options trading and a heavy focus on long short energy commodity positions with the upcoming IMO rules.",1.0
Monitoring the financial network,0.0
"To get complete tracking information, click the followinglink:",0.0
Thank you so much for your attention to my request.,0.0
>; 'Jeannine Meidinger (,0.0
ACH to Bank of America (800)729-9473,1.0
Please email us at,0.0
"I have no Felony We corrected it online and I was just calling to see if I was able to move forward with the process for school crossing guard , thank you",0.0
We sent this to su-syin.chou@sanjoseca.gov.,0.0
We hope you can please remove this tree before the any storm knocks it over and cause more damage.,0.0
Thank you if you have and further questions please let me know.,0.0
Event Name: Internet Librarian,0.0
emails should start with this,0.0
FOR ALL YOUR PRINTING AND PROMOTIONAL NEEDS,0.0
"If you don't see a transcript above, it because the audio quality was not clear enough to transcribe.",0.0
of this fund release.,1.0
I was contracted to audit the accounting section of some firms in Spain.,0.0
Our system has you listed as a contact that should receive billing notifications.,0.0
"If you maintain records or data in electronic format, please provide them in that same format to avoid copying costs.",1.0
"200 Edenvale Ave | San Jose, California 95136",0.0
I will explain further when I get a response from you.,0.0
Please contact your school’s office and ask them to update your email address in our student information system.,0.0
I’m just wondering if this is about year round or anything like that,0.0
Visa ending in 7624,1.0
"If you have recently sent payment, can you please advise as to the check or wire transfer detail so that our accounting department may confirm?",1.0
"To control spam, I now allow incoming messages only from senders I have approved beforehand.",0.0
"Friday, April 22, 2016 at 16:00",0.0
You had mentioned that I will receive an application via email.,0.0
The case number will replace the temporary tracking number.,0.0
Use the above adrdress,0.0
"is($257.00USD) only,being Security Keeping Fee of the Courier",1.0
"Your order has been received, approved and being processed.",0.0
"4100 MacArthur Blvd, Suite 350 | Newport Beach, CA 92660",0.0
"of $5,500,000.00(Five Million Five Hundred Thousand United States",1.0
"Once the returned merchandise has been received and confirmed to be in resalable condition, your account will be credited for the appropriate amount and a summary invoice will be issued to your attention.",1.0
"Due to the new work schedule, I won't be able to attend our next meeting on Monday, 6/24.",0.0
"To ensure that you continue receiving our emails, please add us to your address book or safe list.",0.0
If we do n't then our competitor,0.0
tax and seller information,1.0
"I Need Your Assistance, this however is not mandatory nor will I in any manner compel you to honor against your will.",0.0
This mail not for you,0.0
This is an automatic reply from hubbardjohn@earthlink.net.,0.0
"Enter a query in any search engine: ""how to replenish btc wallet"".",1.0
I currently await your e-mail to give you further instructions on how to proceed.,0.0
FW: Help with ACH return activity,1.0
I will send the docs as soon as I 'll be at pc,0.0
"If you would like additional information on our privacy policy, please visit us online at:",0.0
"In an effort to provide our catering customers with the best possible experience, Boston Market understands that details around your event can change and we will work with you to accommodate any modifications to your order.",0.0
"hundred thousand dollars (US$21,300,000.00).",1.0
Do not send payment.,1.0
As soon as I receive your reply I will give you the contact details,0.0
"Time: Tuesday, October 01, 2019,12:05:43 AM",0.0
The Walt Disney Family Museum,0.0
I am very interested in applying for the,0.0
note that the particular nature of your company's business is irrelevant to this transaction.,1.0
Kindly confirm the Bank details on Invoice as we worry about the change on the Bank details,1.0
yes with access to email,0.0
"Parkmobile USA | 1100 Spring Street NW, Suite 200, Atlanta, GA 30309",0.0
"if this transaction interests you, your urgent response will be appreciated.",1.0
Before his death we were faithful in God.,0.0
His e-mail is cc:ed here and his phone number is 408) 762-8487.,0.0
Forgot my case number.,0.0
The survey aims to gain an understanding of which investment managers you use and the reasons for doing so.,0.0
"maximum you can withdraw in a day is USD$5,000(Five Thousand United State Dollars Only)",1.0
I will no longer own this vehicle as of this evening and wanted to know if there is anything I need to do in order terminate my association with my permit number.,0.0
I have about 3 people that are interested not from your neighborhood.,0.0
transaction is 100% risk and trouble free to both parties.I solicit for,1.0
"Date: August 23rd, 2019",0.0
Have a wonderful weekend!,0.0
Reply immediately when you get this for copy of,0.0
"No Shows: Because we are ordering food in advance, you will be charged full price unless we receive your cancellation prior to the rsvp deadline.",0.0
*Location is approximate based on the IP address it originated from.,0.0
This email message was sent from a notification address that cannot accept incoming email.,0.0
My phone number is 510-676-6289.,0.0
Worry less about the speedy sales as I have contacts within oil producing country's top officials for,0.0
Please consider these separate requests and respond on a rolling basisas available.,0.0
The position also supports the Assistant Director of Finance and Administrative Officer.,0.0
• mail to our offices at the address below:,0.0
Nothing in this message should be interpreted as a digital or electronic signature that can be used to authenticate a contract or other legal documents.,0.0
Your receipt of this message is not intended to waive any applicable privilege.,0.0
", or copy and paste this link into your browser:",0.0
Public Procurement Updated Database - 2019,0.0
to you and once you are able to contact the Officer in charge of,0.0
Vendor shall submit separate technical ( original ) and commercial ( original and one ( 1 ) copy ) bids in two ( 2 ) separate,0.0
Banking regulation/legislation demand that I notify the fiscal,1.0
"5 ) If this was a citizen complaint, who is that citizen?",0.0
CLICK TO LIST YOUR VOICEMAIL,0.0
Dear I Need An Investment Partner,1.0
This mail is been writing to you because we have come to understand that,0.0
